tier,locationLon,locationLat,xps,main_image_path,eng_cat,tags_count
1,-9.03163888888889,42.69413888888889,1000,data_main/237901b2-e87d-4f03-86ca-a991515824f0/main.jpg,High,10
1,-8.806694444444446,42.641888888888886,1000,data_main/238423db-bcbd-4a61-ad65-d6a936465e5d/main.jpg,High,10
1,-6.590017900000021,57.44851200000001,1000,data_main/23869080-e075-47f0-bb14-a07f6c704995/main.jpg,Mid,4
3,-3.690840711792063,40.45951544307842,500,data_main/2397b9ff-04cc-409c-ae22-8a7b6f1dc0c3/main.jpg,Low,13
2,-3.686117095189224,40.44209290358351,700,data_main/23c5a9a2-6702-48e4-a456-c1a5c0fae830/main.jpg,Low,13
1,-3.696484115423368,40.4201444167358,500,data_main/23cc2b95-1286-4026-9e4f-94b8063fe74c/main.jpg,High,0
1,-3.595886599999972,37.1744317,1000,data_main/23d47d5f-c171-4259-94bf-4e67b6bb5cce/main.jpg,Mid,4
1,-3.700280011989552,40.41777541448619,800,data_main/23dd2a0f-c034-474c-ae25-5fd8115d0c42/main.jpg,Mid,10
2,-3.7098818962188425,40.41963431952157,600,data_main/23f9172a-042a-4dba-9a90-10b1e9f99bf2/main.jpg,High,10
1,-4.778260700000033,37.8820316,1000,data_main/2408cb71-840d-4bb7-b3b8-f59d24caf132/main.jpg,High,3
1,-3.707500654748957,40.42488197323086,500,data_main/240cd3d7-a327-404f-b1df-d09499a3e98b/main.jpg,High,1
1,-8.211666666666666,43.28136111111111,1000,data_main/2411bdd1-1281-4598-877e-c8c8b96864d4/main.jpg,Mid,10
3,-3.677759694915111,40.41480004144613,500,data_main/243e6204-a544-443b-afd7-cbb3d6493d24/main.jpg,Mid,13
1,-3.6958032606375104,40.42035053969978,800,data_main/24549199-144f-4710-8c03-164098bbf7d6/main.jpg,Low,13
2,-3.701204270475088,40.43953377311488,250,data_main/246ebc49-da81-470c-b297-39ae98a5cad2/main.jpg,Mid,0
2,-3.690836475609272,40.42300350744837,700,data_main/24758741-c1f1-4e82-bd7a-25cf664ea5f5/main.jpg,Low,13
1,-5.732429799999977,41.504202,1000,data_main/24879ca3-0e1c-461b-b4b7-32e8fc693d93/main.jpg,Mid,5
2,-3.722759264075397,40.405824752210414,600,data_main/24c23df3-c7a9-4435-a780-7d25991c09f9/main.jpg,Mid,13
1,158.33311819999994,6.843944599999999,1000,data_main/24f647bc-423d-43a7-ac28-9054d0aa4f0b/main.jpg,High,1
1,-8.03663888888889,43.34052777777778,1000,data_main/2508b651-a234-488b-ade5-748b039dd617/main.jpg,High,10
2,-3.706871864325038,40.412472555243646,700,data_main/2524efea-f76e-470e-904e-a7e66ab11b6c/main.jpg,High,10
1,-3.690908874907767,40.41507827018255,900,data_main/2585ecd3-d626-41ca-8551-8f0362392b1c/main.jpg,Mid,10
1,37.649326799999926,55.74173740000001,1000,data_main/26214703-b49b-418b-a5df-da53c68e5508/main.jpg,Mid,3
2,-3.6512083708814456,40.449430214643456,700,data_main/2626a7a7-67f2-4737-9a29-fcacbeba85f7/main.jpg,Low,13
1,37.91545940000003,40.9022731,1000,data_main/262fdcd7-931c-4b4f-af46-c8a1a4ea2afd/main.jpg,Low,4
2,-3.706712724523014,40.41490570853582,500,data_main/267c79f0-8baa-4370-a4ff-f5e140dc0175/main.jpg,Mid,0
1,-4.546379099999967,37.0237538,1000,data_main/268b8a6e-b055-493e-84ba-e721308a4179/main.jpg,Low,5
1,-3.692451639713872,40.41534345623286,900,data_main/268ffc56-303a-41fe-9007-cfd595334eb5/main.jpg,High,10
2,-58.38304466817885,-34.59642645612204,250,data_main/26abf2f5-2370-46e4-bbc2-05dc1124ab8c/main.jpg,High,1
2,-3.608734313777489,40.43848051081647,600,data_main/2703b3ff-7186-4a4e-bd2f-bc214b418658/main.jpg,Low,13
2,-3.734862737452558,40.383204643879424,600,data_main/273aa73f-c280-4e10-bcb4-ac582b32b4b7/main.jpg,Low,13
3,-3.69075457050506,40.34272236452972,500,data_main/277c2d19-0fa2-41c5-a467-08e9a9fea27a/main.jpg,Low,13
4,-3.6883397332489545,40.482566284007895,300,data_main/27b0dd12-d9ed-47d5-b5b4-57c30dcf0c62/main.jpg,Low,13
1,-3.68872691282157,40.41997849525109,900,data_main/27e9e822-a13f-4cb4-a3ec-3dbe1f95c1f1/main.jpg,Mid,10
1,-3.69735943308954,40.4135213170142,800,data_main/27fc7a5b-cb1e-48de-b955-98c91d562562/main.jpg,Mid,10
2,-3.710065338350866,40.42250707487777,600,data_main/2815a83f-56a4-42b8-9287-61a85bd166c9/main.jpg,Mid,10
2,-3.7043504121334334,40.4204609465012,600,data_main/282137b9-7c17-46ad-a0a4-b42edbbdc0dd/main.jpg,Mid,10
1,62.174718600000006,37.664426,1000,data_main/283bb216-841c-42de-944c-8c41bfc2bdb2/main.jpg,Mid,3
1,-3.705969762193341,40.418631243969415,900,data_main/284da6c4-4b35-496a-b257-d26823c2f353/main.jpg,Mid,10
1,-121.95104909999998,37.3183318,1000,data_main/286220e3-3692-437d-b9d7-31c359c7bc40/main.jpg,Mid,5
1,-3.704662641395728,40.419882465507165,900,data_main/286fe597-aea6-4de5-a5eb-ceb44c7afa5a/main.jpg,High,10
1,-3.6887273721734393,40.42002353772616,900,data_main/28b38407-e55d-496e-a5c8-88b0792337a0/main.jpg,High,13
2,-3.711693845304452,40.47046574313513,700,data_main/28d155e5-f526-4a5d-a8b4-e9b0b99f96de/main.jpg,Low,12
2,-3.707449796680296,40.42151409771597,600,data_main/28f666a5-55a8-4fdb-a4d4-31af97e8f5ae/main.jpg,Mid,10
2,-3.697011832367585,40.40985206511554,700,data_main/290f81d0-7419-4d4d-97f5-0fb94770be2b/main.jpg,High,10
1,34.853611,38.658333,1000,data_main/291d0a39-77b2-4f7e-957b-bbfe3d28f553/main.jpg,High,4
2,-3.760516966816687,40.38578966406212,600,data_main/293f979b-a3b4-49c1-9fca-29bcea8a9ce8/main.jpg,Low,13
2,-3.710065823431443,40.41470524513187,700,data_main/296c5099-ea94-4357-8f47-cbf83f05de06/main.jpg,Mid,10
2,-3.714546245709183,40.41486580488172,250,data_main/297257de-a00a-4e99-bd21-b3a2c529e916/main.jpg,Mid,0
1,-3.683340316324859,40.43282130489961,800,data_main/29afe254-090c-402b-856c-06cfe03c6ec4/main.jpg,Low,13
1,4.1158146000000215,39.9030093,1000,data_main/29dae332-42bd-4019-89ab-d73ead71698c/main.jpg,High,8
2,-3.6846446338833183,40.43092747841812,600,data_main/2a12acbf-8dc1-4902-8d30-564424bf19c2/main.jpg,High,10
2,-3.688015719288949,40.435197111159646,600,data_main/2a5beb18-8087-429e-a400-433bab1941d7/main.jpg,Mid,10
2,-3.720192732073492,40.43591291316115,700,data_main/2a5dab9a-6209-4d74-9a0a-c19cb71affeb/main.jpg,High,12
1,-3.687810755578041,40.43302902844069,800,data_main/2a6b8b0e-79a1-4190-b81a-0f3744eb00a5/main.jpg,Low,13
2,-3.69968450847961,40.42406586552378,600,data_main/2a7b9e94-54e1-42f3-bf0a-f16bb23973fb/main.jpg,Mid,10
1,-3.6951187818155873,40.41627549052191,500,data_main/2ab0d4c0-b264-4bfe-bdee-2e380cd3fe91/main.jpg,High,5
3,-3.6513795860893534,40.3962938791547,500,data_main/2ae36901-bd62-4829-ac87-97cabf64daef/main.jpg,Low,13
2,-3.7048779530617857,40.40098016178486,700,data_main/2ae8b853-327c-4dfa-b759-3b4bdba5d69f/main.jpg,Low,13
2,-3.698892108659167,40.41925983291224,600,data_main/2b05c31b-e45b-4fba-b8b0-f6161182623d/main.jpg,Mid,10
2,-3.732632297829558,40.4142581421895,600,data_main/2b28beb9-d517-4f4f-b600-2e1a5b30a1c1/main.jpg,High,13
3,-3.703767903824864,40.486680540701954,500,data_main/2b32ec2e-b13e-4318-acf8-6bdde241cce9/main.jpg,Low,13
2,-3.706999255921266,40.42464298783977,700,data_main/2b4d649a-88eb-4f8c-a835-f3b7af73c40d/main.jpg,Mid,10
2,-3.698402986652329,40.41869521906811,600,data_main/2b6b5a99-ab91-4729-8224-36334b6542f9/main.jpg,High,10
2,-3.706266769929261,40.419980785676174,700,data_main/2b8ce74e-1e36-4996-bd6f-af1df55fa3da/main.jpg,Mid,10
2,-3.7420263819842967,40.38852242854763,600,data_main/2bcdf704-1eee-49eb-ad37-558d31ccd678/main.jpg,Low,12
1,-9.271777777777778,42.88241666666666,1000,data_main/2c2f71b5-585f-49b3-9907-f061817fd77c/main.jpg,High,10
2,-3.597448610436219,40.45813248323402,700,data_main/2c4a9bcf-6430-4269-afff-2beef7ad637f/main.jpg,Low,12
2,-3.707977486874058,40.36950148300802,600,data_main/2c62129e-632e-4f34-9208-598d4b81bdc9/main.jpg,High,12
3,-3.670393682346232,40.471833995968574,500,data_main/2c90b428-cc58-4ff2-83ec-15431a54a1bf/main.jpg,Low,13
1,-3.7040491524953816,40.41702433535692,600,data_main/2d399e39-055a-4469-b2ef-06cfa4345560/main.jpg,Mid,1
1,-3.711410915322295,40.41990136414567,250,data_main/2d66a7af-2e64-4123-aaab-f6b33d4b2b12/main.jpg,Mid,0
2,-3.6789633851804338,40.416117309704,600,data_main/2d91943b-426e-4b86-b29c-94633ce11492/main.jpg,Low,13
3,-3.677930920125456,40.43241121926169,100,data_main/2db4f2d8-77b3-473b-95b5-60cbb4266d48/main.jpg,Low,0
1,39.04112310000005,12.0316833,1000,data_main/2e20b2a1-a207-4167-9c5c-96e4377de8be/main.jpg,Mid,4
2,-3.690617942983646,40.41585909015692,600,data_main/2e5ae2fa-81a4-47f4-b5cd-2c183979daa3/main.jpg,Low,13
2,-3.636869228338999,40.39826661985895,600,data_main/2e5c9c0f-d852-4a07-8fa7-dc0ba2cc08f5/main.jpg,Low,12
2,-3.69510336522463,40.41304841396701,700,data_main/2f224c96-92da-4ec0-a721-9b869b8bfdab/main.jpg,Low,13
1,-3.6901991587559246,40.40959397117205,600,data_main/2f3f2208-0682-4ebb-98be-79155ea07783/main.jpg,High,3
1,-3.6035577418764246,40.46432173275739,900,data_main/2f529763-0ad2-42b6-8f9b-763e721025c4/main.jpg,Low,12
1,-73.96660399999999,40.7724537,1000,data_main/2f94a01f-7689-4bd4-b5ff-68d4c28475ac/main.jpg,High,4
1,-3.714421555250647,40.41625658223311,750,data_main/2ff5bb1c-bca3-43e8-8f9d-9475cda95a32/main.jpg,Mid,0
2,-3.6945443828867504,40.42058333522924,700,data_main/301bff4d-b5ff-401a-a6e5-bbb391a4c8ea/main.jpg,Mid,10
1,-7.904027777777778,42.221944444444446,1000,data_main/3061d123-284d-4af4-b0f7-2dd14c07de6f/main.jpg,High,10
2,-3.599813930166467,40.457176794065305,600,data_main/30779412-ad7f-4405-90fe-3dc8b955e663/main.jpg,High,13
2,-3.710727883754633,40.419376868938535,600,data_main/3088775d-212b-4ec6-86b8-23e04ed7723e/main.jpg,High,10
1,-7.809416666666666,42.8925,1000,data_main/30901dde-c2c8-4057-8910-a3be55518ad0/main.jpg,Mid,10
1,-3.688359552575368,40.4244131302868,800,data_main/30f5cf23-b505-41ac-8d04-e31b9f866153/main.jpg,Low,13
1,0.0701312999999572,51.4763657,1000,data_main/31057c38-af33-46cc-95b1-341c037fec50/main.jpg,High,3
2,-3.6842487276081353,40.35022962626886,600,data_main/316ad45b-2b85-40bb-b336-fb186b01a1a9/main.jpg,Low,12
1,-9.090527777777778,42.822500000000005,1000,data_main/319fc9b1-0a34-4a12-8079-08b4bda86ca4/main.jpg,Mid,10
2,-3.688129200745717,40.41641800657534,700,data_main/31ece3f7-f1d5-4447-ac06-b6d525038ece/main.jpg,Low,13
1,12.331195999999975,45.3818788,1000,data_main/320693ed-a080-4c05-9169-529340178a3f/main.jpg,Mid,5
1,-3.68339560000004,40.4062309,1000,data_main/3212794e-6149-4169-bc67-befd4e319e4a/main.jpg,Low,5
1,46.02872669999999,39.5517299,1000,data_main/32864fbb-368d-4a70-9c2c-28e08172535d/main.jpg,Mid,3
1,-3.6857385000000704,40.4369278,1000,data_main/32921b49-ccb0-4a2f-980f-2ed046b7c89d/main.jpg,High,4
1,-90.1836311,38.9060823,1000,data_main/329722ee-f330-45b4-8865-fd522a59add1/main.jpg,High,1
1,-3.595115699999951,37.17527279999999,1000,data_main/32d68933-bbeb-49d2-a0b0-502cd34e4955/main.jpg,High,2
1,-3.724846974919971,40.426856792556805,800,data_main/33218b7f-98f8-41ca-8588-d14fb6177078/main.jpg,Mid,13
1,4.164546473541236,39.9123537969023,1000,data_main/3390d6a3-995d-4031-a038-7470a55a57b4/main.jpg,Mid,9
1,-3.5963746850609324,40.44992198672745,800,data_main/33a37bf7-16af-40a0-b03a-70df9f11a40f/main.jpg,Low,12
3,-3.711056367518515,40.34864447751845,500,data_main/33c88ec1-ba2a-4d06-a47b-4bfee2fcbe2d/main.jpg,Low,13
2,-5.99247034660563,37.3927339780288,250,data_main/33d0c64a-59ac-4094-a003-92946f73fabc/main.jpg,High,0
1,-8.705,42.51913888888889,1000,data_main/3423fba4-30cb-445a-b693-ef3d98bce7ff/main.jpg,High,10
2,-3.711639161728241,40.40674598864831,250,data_main/3448b839-b7e0-4f45-8a55-ea242c71f8dc/main.jpg,Low,1
1,40.5408516,43.48105,1000,data_main/344e31d0-0a69-4139-95cb-8279db544ccd/main.jpg,Mid,6
1,-1.5046825,52.4067998,1000,data_main/345fb196-860a-4e01-8e51-fb9649f98e60/main.jpg,Mid,1
1,-3.704647077165496,40.42290959621041,900,data_main/346551e3-14d3-4eea-b4b9-7d2d2fb9887e/main.jpg,Mid,10
1,59.192216,54.942507,1000,data_main/34682d27-894a-4955-bd8b-408a94dd3504/main.jpg,High,2
1,-7.232833333333334,42.55108333333333,1000,data_main/34e5aa39-2b7e-451f-9de4-3c1618cc05b8/main.jpg,Mid,10
1,-106.04399122695315,31.917926656405463,1000,data_main/34eb2ce4-5046-452f-a9a9-93bcbdbea28a/main.jpg,Mid,5
1,-3.68573108657129,40.43691356750085,500,data_main/3544ae90-061f-48a4-a021-42cd78336a3e/main.jpg,Low,0
3,-3.676757417458312,40.4112293170536,400,data_main/364de00e-2241-42b5-9e1c-af19ed33774e/main.jpg,Mid,12
1,38.7618125,9.0380625,1000,data_main/36aa5d4a-275e-477c-b5ad-4a708999ae1a/main.jpg,Mid,4
2,-3.6622597814331255,40.4219619708435,700,data_main/36cbdba1-45c7-4f2e-94c2-8c13986fe5b1/main.jpg,Low,13
2,-3.710548568849312,40.41465723409872,700,data_main/3730a888-b833-48d0-b3df-3424ba92ea1a/main.jpg,High,10
3,-5.99159881450664,37.3931048525138,100,data_main/380cc6d0-f50e-4f29-a8f2-e1a26381df4e/main.jpg,Mid,0
2,-3.6975618907685255,40.41943002922452,600,data_main/38129cc0-eff6-4847-b118-0b84afb09a07/main.jpg,Mid,10
2,-3.6718342742664696,40.43965048520964,700,data_main/385c1d49-7c22-4e1d-949a-b3a70d8f313a/main.jpg,High,10
1,-8.849666666666668,42.12158333333333,1000,data_main/3880206f-d1ec-40c2-b61e-5f2840bce315/main.jpg,Mid,10
2,-3.7051880312562,40.420527912725234,700,data_main/38ad4b24-30e1-4eaa-8b58-37e4ff0db8d4/main.jpg,Mid,10
2,-3.6899015811997513,40.45176091096461,600,data_main/38bab100-e582-4031-87e4-698f449d9df4/main.jpg,Low,13
1,-3.502972086230443,41.11839890606536,1000,data_main/38c0f1e2-f3fe-427e-a411-3853fb531697/main.jpg,Mid,1
1,-3.7104903956023865,40.42705402271578,800,data_main/38f11298-a72c-4e40-b9bd-792fae8915ef/main.jpg,High,13
2,-3.7010635097518216,40.44647581404366,250,data_main/38fabb43-8757-4489-88cc-1076a7011174/main.jpg,Mid,0
1,2.6099473915951417,39.55497098043264,500,data_main/38fad286-e088-4807-b541-efa876488007/main.jpg,Low,0
1,-3.6912283295168256,40.42725576857007,500,data_main/390d7d9e-e972-451c-b5e4-f494af15e788/main.jpg,High,0
1,-3.6820377650934257,40.41358568875977,900,data_main/39580892-f0d6-4b9e-8865-25bf2b5ac36b/main.jpg,High,10
1,-2.4148952000000463,42.823676,1000,data_main/3a226858-4a70-488b-a93b-3ef6f46e723e/main.jpg,Mid,4
1,2.648301,39.57022713516886,500,data_main/3a3a22de-2cbc-4091-b0a8-c6c2031499d8/main.jpg,Low,0
1,-6.779944444444444,42.273555555555554,1000,data_main/3a49d3be-66d9-4842-99a4-24f74d439d73/main.jpg,Mid,10
1,-3.692705848764729,40.4137204638882,800,data_main/3ad66e05-925b-4de9-9ed5-c02ba34d3686/main.jpg,Low,13
1,-3.9351636,37.4601457,1000,data_main/3afd99b1-13ab-444b-999d-a0e388bd4844/main.jpg,High,1
2,-3.761360271036638,40.41176029757209,700,data_main/3b47486f-ab3e-457f-898d-f334a5320de2/main.jpg,Mid,10
1,-3.970861,41.121421,1000,data_main/3b794e13-619d-4e14-9f40-e490b2a23384/main.jpg,High,4
2,-3.675231910170486,40.413076084198345,600,data_main/3bab0a2c-421e-44d7-a288-3d1a7788e254/main.jpg,Low,13
1,-7.362805555555555,43.42805555555555,1000,data_main/3bac46b0-b523-4782-9120-1cb9af296fef/main.jpg,High,10
2,-3.741173706392573,40.38059990655973,600,data_main/3bd8bb87-da3c-417e-a58d-69ba73ba8642/main.jpg,Low,12
3,-3.677746262942013,40.412286593679134,400,data_main/3bf40a42-396f-4c27-9fe8-26eb51eea2e3/main.jpg,High,13
3,-3.689367377293358,40.45310175314639,500,data_main/3c32a74b-8e5e-4845-9fd4-bd3f1054ffc2/main.jpg,Low,13
2,-3.715736900198957,40.41264324199275,700,data_main/3c3e8963-b036-4706-995e-e33015e050b7/main.jpg,High,13
2,-3.7165599011833264,40.43200253545766,600,data_main/3c528f6f-a590-4530-8c05-80bc68c45398/main.jpg,High,10
1,-3.6029201999999714,37.1805786,1000,data_main/3cb6f635-9391-40a2-9558-b3d3cc7014b9/main.jpg,Low,4
1,2.432810928836316,39.58116661730608,500,data_main/3d01e06b-3d86-4122-a8a2-100b48bcd819/main.jpg,Low,0
1,97.38487239999996,50.615271,1000,data_main/3d4ae6cd-5d53-497d-bfb2-ebf5568d58bd/main.jpg,Mid,4
1,-8.694416666666667,42.905,1000,data_main/3d9f49cd-6355-4abe-861c-6bf36e5007c9/main.jpg,High,10
2,-3.648584351393036,40.386201383306016,600,data_main/3db06773-7403-4795-b3cc-43b717af40d8/main.jpg,Low,13
2,-3.681720578008099,40.390326134927626,600,data_main/3db5437c-c600-40a7-8176-5e90fc6a03c6/main.jpg,Mid,13
1,2.17823199999998,41.382834,1000,data_main/3dbeec1c-770e-4436-8c8e-0861b57b2f51/main.jpg,Mid,8
3,-3.693549981934216,40.44553962902185,100,data_main/3def2bc5-348b-4d15-b494-ee5a16b0dd72/main.jpg,High,0
3,-3.604217980119537,40.40766716026111,500,data_main/3dfc887e-c5fc-4b9c-badd-033b96cef0f7/main.jpg,Low,13
1,15.97575489999997,45.8231405,1000,data_main/3ec33797-cb8b-476a-ac7f-444748b9aeaf/main.jpg,High,5
1,-8.23472222222222,42.57469444444445,1000,data_main/3ec651c1-dc4d-43bc-bb84-30be42e9259e/main.jpg,High,10
1,21.630589600000008,39.7217044,1000,data_main/3f17de6e-21e7-4d3a-b4ec-29c0630aebb4/main.jpg,Mid,5
1,-3.680162133022464,40.41693909639429,800,data_main/3f45df27-489c-4ed8-8c05-47c5fad1a959/main.jpg,Low,13
2,-3.712754480323668,40.433814868419205,600,data_main/3f4b0768-c955-419e-882d-295accbf0395/main.jpg,High,10
2,-3.699011971823613,40.41831315896514,700,data_main/3f5f19d3-c427-4974-a518-9cb471c71d94/main.jpg,Mid,10
1,-3.689441908502898,40.43491329886507,800,data_main/3f632708-a01a-45bd-9ca4-df2c3f2a8bd2/main.jpg,Low,13
3,-3.677416630426227,40.41232456171481,500,data_main/4031d591-25d8-42de-b638-22902f161fef/main.jpg,High,13
1,-3.692188193693138,40.41902261618159,900,data_main/40572563-ee47-49dd-8b00-929ac9f73b8d/main.jpg,High,10
1,-3.6939513782964974,40.40875801495883,900,data_main/405dd9f9-0735-43f2-b6fa-be32fc585a7a/main.jpg,Low,13
2,-3.725441604547437,40.45817141810368,700,data_main/4101bc0f-32b1-4a41-a541-b4ef40b6e993/main.jpg,High,10
1,-3.6941840979358673,40.42404593039693,500,data_main/415782a8-5bae-4950-849d-db442d602379/main.jpg,High,0
2,-3.71369949296833,40.41614233639251,700,data_main/416d1fc8-4a00-49bf-bf6e-4ed9d4e60901/main.jpg,Low,13
2,-3.6746764221304726,40.45242744242779,600,data_main/41bdfbdf-8545-4be6-b5b0-a72720625a6e/main.jpg,Mid,10
1,2.648657113491053,39.58101611071377,500,data_main/41d45862-486d-4c61-9b70-e07189f793b7/main.jpg,Low,0
1,11.629076,44.830508,1000,data_main/41e6f9fe-0edb-4547-b295-31c87ad56161/main.jpg,Mid,1
1,103.7289167,19.6093003,1000,data_main/41e9f538-4bf6-4199-b27d-70d0aefda236/main.jpg,High,5
1,-7.642499999999999,43.083333333333336,1000,data_main/41f94ec0-76d6-4ec7-b508-883f0a59f008/main.jpg,High,10
2,-3.700434184151691,40.420196449810746,600,data_main/4222e55d-6414-41a0-8d43-c3b37dad8ab2/main.jpg,High,10
1,-6.298466800000028,36.5365966,1000,data_main/423ce417-d6e3-4c0e-ae65-0932fe7da1e4/main.jpg,High,1
1,-3.703292467388078,40.42023856767548,600,data_main/4263cb1a-1d39-4c8c-83db-74b36c4c7eb7/main.jpg,High,3
1,-6.846527777777777,42.477833333333336,1000,data_main/42805f4a-2cc0-49ee-9ed3-892e1f2f52d9/main.jpg,High,10
2,-3.714797521300537,40.41074814452605,700,data_main/42b17216-1193-4520-9d72-f4cbace42fd7/main.jpg,Mid,10
2,-3.675758884303952,40.45150562521146,600,data_main/42e3dd8c-f6fb-455f-af0c-034dc420cb7a/main.jpg,Low,12
2,-3.691895581068744,40.40940997862946,600,data_main/42f470eb-3e0a-4f46-aa6e-c79b02b45760/main.jpg,Mid,13
1,-3.680148357877939,40.41791215470997,800,data_main/42fde007-f38e-456c-a113-c6155dc77600/main.jpg,High,12
1,-3.6872901788795778,40.416635680284834,800,data_main/43cac94d-6b77-43f0-aa54-21e0c5c9f20e/main.jpg,Low,13
1,-3.706766056524687,40.42038314116203,800,data_main/43ef1953-49cf-4744-850f-958aea6c1088/main.jpg,High,10
1,-3.689421897582009,40.40607338451187,800,data_main/4438bad1-6707-497e-adbb-989f5786b8cd/main.jpg,Low,13
1,38.71955300000002,14.1303769,1000,data_main/44934021-39d6-45b1-a96f-b03a2cd89573/main.jpg,Mid,5
1,-7.955444444444445,42.16558333333333,1000,data_main/44992fa7-549e-4246-9705-06752d17999a/main.jpg,High,10
1,-3.71279157523858,40.40717492595917,800,data_main/44a58920-7f9c-4f6c-ac38-cf31bb1f04b4/main.jpg,High,13
1,-7.156333333333333,43.55591666666666,1000,data_main/44c9b271-c91a-485d-9c1d-a5d6071aa6aa/main.jpg,Low,10
3,-3.680172045208873,40.42143455210893,500,data_main/44e7e481-75c0-41ed-9243-e15518fa4f53/main.jpg,High,13
2,-3.7156084528328392,40.41164403297035,600,data_main/44e8f482-8d11-4c0d-8663-ec64a053b1b6/main.jpg,Mid,10
1,-3.591681200000039,37.1786879,1000,data_main/454a75c2-5b00-4425-a79b-cc22a6f55cc2/main.jpg,Mid,1
2,-3.692219785692024,40.49503850311178,700,data_main/454cba96-d745-47a4-97ea-0870eb56083f/main.jpg,Low,13
3,-3.649975326772114,40.44996868590021,500,data_main/4564b0ea-0ac4-4e23-8326-f2958e772715/main.jpg,Low,13
1,24.968043,41.848296,1000,data_main/456ba9cf-cbbf-41df-a4a8-f348073686dd/main.jpg,Mid,3
2,-3.693010697595121,40.440945026222586,700,data_main/45d394da-0132-44ab-9ffd-4deddaf0d2e9/main.jpg,Low,13
2,-3.6604300062579873,40.37948561424417,600,data_main/463ed3f6-0413-4790-9988-7ae32a92ef2e/main.jpg,Low,13
4,-3.766524950466183,40.3784616519708,300,data_main/4663d5c0-37ed-44ee-a767-d339f0012836/main.jpg,Low,10
1,-7.303305555555555,43.56108333333333,1000,data_main/467130cc-3559-4aa4-914d-c4757cd9daa7/main.jpg,High,10
1,30.8428497,29.3084021,1000,data_main/46ab26cf-93bd-4882-a5bb-d3753185927a/main.jpg,Mid,5
2,-3.711156836883528,40.42988776711229,600,data_main/46be72a6-ddb9-4991-8b35-6ea19d5ad8db/main.jpg,Mid,10
2,-3.7002333412022166,40.42015262123508,700,data_main/46c73d2e-76d2-4111-b840-57694e1574ff/main.jpg,High,10
2,-3.662716095088456,40.38195905014272,600,data_main/46c8b406-0c59-4fe1-84dd-945e82f9ef55/main.jpg,Low,13
2,-3.6994151560693727,40.40156101774533,700,data_main/46d5c661-a3ea-4319-b852-9215911b779a/main.jpg,Low,13
2,-3.752510480692841,40.38249753936885,700,data_main/46faa240-73fe-42c1-b531-8c3524300310/main.jpg,Mid,10
1,-3.713018367020872,40.41526365294522,800,data_main/46fefea5-dfe4-45dc-8aa3-f6436fed31e2/main.jpg,High,13
1,-3.71390410926712,40.41988883272301,800,data_main/478176ed-27df-4e34-b4cc-9df998ad01ef/main.jpg,Low,13
1,-14.176913600000034,28.3460166,1000,data_main/47d46d37-982e-4258-8c4a-5df7869d7df9/main.jpg,Mid,4
1,-9.003055555555555,42.72583333333333,1000,data_main/47daace7-f4b2-4a1a-acc2-7ec31e689da6/main.jpg,Mid,10
2,-3.688211524088621,40.41682839862559,600,data_main/47fd37ed-b81a-43eb-8681-67536d5cfe21/main.jpg,Low,13
1,-9.395970199999963,38.7963826,1000,data_main/48057ac3-5306-422f-95fa-0ff0937124bb/main.jpg,High,5
1,-3.725671311444187,40.4333561301308,800,data_main/480707a8-fd23-4d02-bdcf-49b2455af19d/main.jpg,Mid,13
2,-3.714484596702272,40.41612895048959,700,data_main/48219465-6e25-4479-810b-3a09b40fe63d/main.jpg,Low,13
2,-3.690212174964136,40.44042600324054,700,data_main/48354f05-d8ee-4b48-ade8-f18335df18fb/main.jpg,High,10
1,-7.558638888888889,43.00919444444445,1000,data_main/4845424e-4740-45d1-b966-b62fbb439d9f/main.jpg,High,10
3,-3.6715706893935134,40.376745745884485,500,data_main/485384da-d076-41a3-9623-7fa00d86968c/main.jpg,Low,12
2,-3.664064345434864,40.431654354969695,700,data_main/485d4288-fe3f-4dc5-bb24-6563dd8a739d/main.jpg,Low,13
2,-3.67754499147879,40.44850481282147,600,data_main/489699d6-5ba4-4780-af95-67934010c602/main.jpg,Low,13
2,-3.65966643236332,40.37849896999379,600,data_main/48a05388-5228-4a9e-aa05-4c5935c2826a/main.jpg,Low,13
1,-3.700382632319931,40.41408863088947,900,data_main/48e81b64-7c6d-4e14-8964-79748d1ddf4b/main.jpg,Mid,10
2,-3.694028861618601,40.41373002816207,600,data_main/48e93a24-dbc2-44fa-ba68-969c0f093539/main.jpg,High,10
1,-9.018472222222224,42.96263888888889,1000,data_main/492363c1-fd7a-4104-b036-ab61fb6e6985/main.jpg,Mid,10
2,-3.710706208243318,40.42291755243886,600,data_main/495fb187-dd72-4c41-b79d-545807516afc/main.jpg,High,10
1,-8.395999999999999,43.37135,1000,data_main/4996e1e8-1bb9-4cfd-93d1-e209c1cc177f/main.jpg,Mid,10
2,-3.7105986646289137,40.40261182232879,600,data_main/49b9c79c-9cef-4590-909f-c478ef21a10c/main.jpg,Low,13
1,-3.7132442586370416,40.41841400008785,500,data_main/49c017f9-a6c1-4396-aaf4-f19fd78eff6c/main.jpg,Mid,0
1,-6.84663011443331,37.596300675011896,1000,data_main/49cb8b68-f26a-467b-a7b8-6d915dd6db01/main.jpg,High,5
2,-3.698826608774758,40.41976473508097,700,data_main/4a3a7d5c-7355-4a7e-973d-a5f3f1c38c7f/main.jpg,Mid,10
